Requested report - WIN WAVES
COUNTY = DUVAL, FLORIDA, FLAGLER, FLORIDA, ST. JOHNS, FLORIDA
Report Run on MARCH 29, 2024The data you are accessing are from the WIN Warehouse.  The WIN Warehouse is refreshed on a weekly basis with new data that are submitted to WIN.  The refresh process occurs on the weekend; data uploaded to WIN through each Friday are available in the WIN Warehouse by the following Monday.  WIN replaces Florida STORET as an active data repository.  Florida STORET data are accessible through STORET Public Access (SPA).The following data met your selection criteria
"Organization ID"|"Organization Name"|"Monitoring Location ID"|"Monitoring Location Name"|"Primary Type"|"Secondary Type"|"Waterbody Name"|"Org Decimal Latitude"|"Org Latitude (DD MM SS.SSSS)"|"Org Decimal Longitude"|"Org Longitude (DD MM SS.SSSS)"|"Org Datum"|"Org Method"|"DEP Latitude"|"DEP Longitude"|"DEP Point Moved"|"Verifier Name"|"Verifier Timestamp"|"DEP Datum"|"NHD Reach Code"|"NHD Reach Code Date"|"STORET Monitoring Location ID"|"Land Surface Elevation (ft)"|"Land Surface Elevation Method"|"Land Surface Elevation Datum"|"Monitoring Loc Description"|"Monitoring Location Comment"|"ML Loaded Date"|"ML Updated Date"|"Florida Unique Well ID"|"GW Waterbody Subname"|"Well Type"|"Well Status"|"Aquifer Confinement"|"Well Total Depth (ft)"|"Well Casing Depth (ft)"|"ScreenOpenHoleBeginDepth (ft)"|"ScreenOpenHoleEndDepth (ft)"|"Well Construction Method"|"ConstructionMethodExplanation"|"Well Drill Date"|"Well Finish"|"Well Casing Material"|"Well Casing Diameter (in)"|"Well Screen Material"|"Well Screen Diameter (in)"|"Well Lead Weight"|"Water Level Recorder Indicator"|"Well Log Type"|"Primary Elevation Value (ft)"|"Primary Elevation Reference"|"Primary Elevation Method"|"Primary Elevation Datum"|"Secondary Elevation Value (ft)"|"Secondary Elevation Reference"|"Secondary Elevation Method"|"Secondary Elevation Datum"|"Top Of Aquifer"|"Bottom Of Aquifer"|"County"|"BMAP"|"BMAP Sub-Boundary"|"WBID"|"DEP District"|"Water Management District"|"Basin"|"Planning Unit"|"HUC12 Value"|"HUC12 Name"|"HUC8 Value"|"HUC8 Name"|"Basin Group"|"State"|"WBID Water Type"|"Waterbody Class"
"21FLA"|"FDEP NORTHEAST REGIONAL OPERATIONS CENTER"|"20030739"|"Little Trout River at Old Kings Rd."|"Surface Water"|"Estuary"|""|"30.4400278"|""|"-81.772416"|""|"World Geodetic Survey Of 1984"|"Digital Aerial Photography"|"30.440238226"|"-81.772475009"|"Y"|"PARRISH_JM"|"12/22/2021 10:56:43"|"North American Datum Of 1983"|""|""|"In Storet"|""|""|""|""|""|"12/22/2021"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"DUVAL"|"LSJM - LOWER ST. JOHNS MAINSTEM"|"LOWER ST. JOHNS MAINSTEM - Marine"|"2206"|"NORTHEAST"|"SJRWMD"|"LOWER ST. JOHNS"|"TROUT RIVER"|"030801031501"|"UPPER TROUT RIVER"|"03080103"|"LOWER ST. JOHNS"|"GROUP 2"|"FLORIDA"|"ESTUARY"|"3M"
"21FLKWAT"|"FLORIDA LAKEWATCH"|"FLA-GRANDH12-2"|"Flagler-Grand Haven 12-2"|"Surface Water"|"Lake"|""|"29.5332"|""|"-81.1613"|""|"World Geodetic Survey Of 1984"|"Differentially Corrected C/A Code Phase GPS"|"29.533200001"|"-81.1613"|"N"|"HORSBURGH_C_1"|"08/11/2019 18:26:10"|"North American Datum Of 1983"|"03080201021323"|"06/27/2014"|"Fla-GrandH12-2"|""|""|""|""|""|"08/22/2019"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"FLAGLER"|""|""|"2363D"|"NORTHEAST"|"SJRWMD"|"UPPER EAST COAST"|"PELLICER CREEK"|"030802010304"|"PELLICER CREEK-BIG MULBERRY BRANCH FRONTAL"|"03080201"|"DAYTONA-ST. AUGUSTINE"|"GROUP 5"|"FLORIDA"|"ESTUARY"|"3M"
"21FLKWAT"|"FLORIDA LAKEWATCH"|"DUV-HIDDEN-3"|"Duval-Hidden-3"|"Surface Water"|"Lake"|""|"30.2612"|""|"-81.574"|""|"World Geodetic Survey Of 1984"|"Differentially Corrected C/A Code Phase GPS"|"30.261199989"|"-81.574"|"Y"|"HORSBURGH_C_1"|"04/01/2020 13:03:48"|"North American Datum Of 1983"|"03080103002898"|"12/04/2013"|"Duv-Hidden-3"|""|""|""|""|""|"04/01/2020"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"DUVAL"|"LSJM - LOWER ST. JOHNS MAINSTEM/LSJT - LOWER ST. JOHNS TRIBUTARIES I AND II"|"LOWER ST. JOHNS MAINSTEM - Marine/LOWER ST. JOHNS TRIBUTARIES I AND II - LSJT"|"2265C"|"NORTHEAST"|"SJRWMD"|"LOWER ST. JOHNS"|"NORTH MAINSTEM"|"030801031503"|"ARLINGTON RIVER"|"03080103"|"LOWER ST. JOHNS"|"GROUP 2"|"FLORIDA"|"STREAM"|"3F"
"21FLA"|"FDEP NORTHEAST REGIONAL OPERATIONS CENTER"|"20030339"|"GORE LAKE CENTER"|"Surface Water"|"Lake"|""|"29.460666"|""|"-81.2178888"|""|"World Geodetic Survey Of 1984"|"Digital Aerial Photography"|"29.460665989"|"-81.2178888"|"N"|"PARRISH_JM"|"06/09/2023 11:32:55"|"North American Datum Of 1983"|"03080103003376"|"09/27/2004"|"In Storet"|""|""|""|""|""|"06/09/2023"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"FLAGLER"|"LSJM - LOWER ST. JOHNS MAINSTEM"|"LOWER ST. JOHNS MAINSTEM - Crescent Lake"|"2622C"|"NORTHEAST"|"SJRWMD"|"LOWER ST. JOHNS"|"CRESCENT LAKE"|"030801030204"|"BLACK BRANCH"|"03080103"|"LOWER ST. JOHNS"|"GROUP 2"|"FLORIDA"|"LAKE"|"3F"
"21FLWQA"|"FDEP WATERSHED ASSESSMENT SECTION"|"WMDBLOOM253"|"Crescent Lake-Shell Bluff Ramp"|"Surface Water"|"Lake"|""|"29.49322222"|""|"-81.4875"|""|"World Geodetic Survey Of 1984"|"Differentially Corrected C/A Code Phase GPS"|"29.493222209"|"-81.4875"|"Y"|"NELSON_JM"|"06/24/2021 16:08:30"|"North American Datum Of 1983"|"03080103033128"|"09/18/2014"|"NOT IN FLSTORET"|""|""|""|""|""|"06/24/2021"|"04/25/2022"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"FLAGLER"|"LSJM - LOWER ST. JOHNS MAINSTEM"|""|"2606B"|"NORTHEAST"|"SJRWMD"|"LOWER ST. JOHNS"|"CRESCENT LAKE"|"030801030304"|"CRESCENT LAKE"|"03080103"|"LOWER ST. JOHNS"|"GROUP 2"|"FLORIDA"|"LAKE"|"3F"
"21FLWQA"|"FDEP WATERSHED ASSESSMENT SECTION"|"G5NE0028"|"Pellicer Creek 1"|"Surface Water"|"River/Stream"|""|"29.64217"|""|"-81.30776"|""|"North American Datum Of 1983"|"Unknown method"|"29.64217"|"-81.30776"|"N"|"TYLER_D"|"04/30/2019 09:41:05"|"North American Datum Of 1983"|"03080201000036"|"03/12/2012"|"NOT IN FLSTORET"|""|""|""|""|""|"04/30/2019"|"11/28/2022"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"FLAGLER"|""|""|"2577"|"NORTHEAST"|"SJRWMD"|"UPPER EAST COAST"|"PELLICER CREEK"|"030802010402"|"STEVENS BRANCH"|"03080201"|"DAYTONA-ST. AUGUSTINE"|"GROUP 5"|"FLORIDA"|"STREAM"|"3F"
"21FLJXWQ"|"CITY OF JACKSONVILLE ENVIRONMENTAL QUALITY DIVISION"|"SS23"|"SS23"|"Surface Water"|"River/Stream"|"MILLER CREEK"|"30.29837"|""|"-81.63055"|""|"North American Datum Of 1983"|"Satellite Imagery"|"30.304627216"|"-81.626456949"|"Y"|"COTTER_B_1"|"04/03/2018 12:53:23"|"North American Datum Of 1983"|"03080103022253"|"12/04/2013"|"SS23"|""|""|""|"Miller Creek East Branch at Mayfair Rd."|""|"05/10/2018"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"DUVAL"|"LSJM - LOWER ST. JOHNS MAINSTEM/LSJT - LOWER ST. JOHNS TRIBUTARIES I AND II"|"LOWER ST. JOHNS MAINSTEM - Marine/LOWER ST. JOHNS TRIBUTARIES I AND II - LSJT"|"2287A"|"NORTHEAST"|"SJRWMD"|"LOWER ST. JOHNS"|"NORTH MAINSTEM"|"030801031405"|"MCCOY CREEK"|"03080103"|"LOWER ST. JOHNS"|"GROUP 2"|"FLORIDA"|"STREAM"|"3F"
"21FLJXWQ"|"CITY OF JACKSONVILLE ENVIRONMENTAL QUALITY DIVISION"|"TR3"|"TR3"|"Surface Water"|"River/Stream"|""|"30.38872"|""|"-81.69814"|""|"North American Datum Of 1983"|"Satellite Imagery"|"30.388791725"|"-81.698220466"|"Y"|"COTTER_B_1"|"04/03/2018 13:08:24"|"North American Datum Of 1983"|"03080103036204"|"02/27/2012"|"TR3"|""|""|""|"Creek At Palmdale St At Lake Palmdale Overflow"|""|"05/10/2018"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"DUVAL"|"LSJM - LOWER ST. JOHNS MAINSTEM"|"LOWER ST. JOHNS MAINSTEM - Marine"|"2224C"|"NORTHEAST"|"SJRWMD"|"LOWER ST. JOHNS"|"TROUT RIVER"|"030801031502"|"LOWER TROUT RIVER"|"03080103"|"LOWER ST. JOHNS"|"GROUP 2"|"FLORIDA"|"STREAM"|"3F"
"21FLSJWM"|"ST. JOHNS RIVER WATER MANAGEMENT DISTRICT"|"451185"|"CACWO"|"Surface Water"|"Canal Drainage"|""|""|"29 27 59.5"|""|"-81 25 19.1"|"North American Datum Of 1983"|"C/A Code Phase GPS with Wide-Area Augmentation Service Correction"|"29.466527778"|"-81.421972222"|"N"|"CONNORS_S_1"|"08/10/2017 15:00:02"|"North American Datum Of 1983"|"03080103027099"|"02/27/2012"|"CACWO"|""|""|""|"Canal Avenue Canal on Water Oak Road"|""|"09/01/2017"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"FLAGLER"|"LSJM - LOWER ST. JOHNS MAINSTEM"|"LOWER ST. JOHNS MAINSTEM - Crescent Lake"|"2615"|"NORTHEAST"|"SJRWMD"|"LOWER ST. JOHNS"|"CRESCENT LAKE"|"030801030301"|"DEAD LAKE"|"03080103"|"LOWER ST. JOHNS"|"GROUP 2"|"FLORIDA"|"STREAM"|"3F"
"21FLGW"|"FDEP WATERSHED MONITORING SECTION"|"52826"|"Z3-CN-12026 UNNAMED CANAL"|"Surface Water"|"Canal Drainage"|"UNNAMED CANAL"|""|"29 27 12.557"|""|"-81 25 35.806"|"World Geodetic Survey Of 1984"|"Differentially Corrected C/A Code Phase GPS"|"29.453488056"|"-81.426612778"|"N"|"MILLER_E"|"06/27/2018 09:34:07"|"North American Datum Of 1983"|"03080103001009"|"02/27/2012"|"NOT IN FLSTORET"|""|""|""|""|"WANTS DATA CONTACT IS LAND MANAGER"|"06/27/2018"|"10/16/2019"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"FLAGLER"|"LSJM - LOWER ST. JOHNS MAINSTEM"|"LOWER ST. JOHNS MAINSTEM - Crescent Lake"|"2615"|"NORTHEAST"|"SJRWMD"|"LOWER ST. JOHNS"|"CRESCENT LAKE"|"030801030301"|"DEAD LAKE"|"03080103"|"LOWER ST. JOHNS"|"GROUP 2"|"FLORIDA"|"STREAM"|"3F"
"21FLGW"|"FDEP WATERSHED MONITORING SECTION"|"52814"|"Z3-CN-12003 UNNAMED CANAL"|"Surface Water"|"Canal Drainage"|"UNNAMED CANAL"|""|"30 18 23.818"|""|"-81 27 11.397"|"World Geodetic Survey Of 1984"|"Differentially Corrected C/A Code Phase GPS"|"30.306616112"|"-81.453165833"|"N"|"MILLER_E"|"06/27/2018 09:34:32"|"North American Datum Of 1983"|"03080103034307"|"12/04/2013"|"NOT IN FLSTORET"|""|""|""|""|""|"06/27/2018"|"10/16/2019"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"DUVAL"|"LSJM - LOWER ST. JOHNS MAINSTEM"|"LOWER ST. JOHNS MAINSTEM - Marine"|"2270"|"NORTHEAST"|"SJRWMD"|"LOWER ST. JOHNS"|"INTRACOASTAL WATERWAY"|"030801031605"|"LOWER PABLO CREEK"|"03080103"|"LOWER ST. JOHNS"|"GROUP 2"|"FLORIDA"|"STREAM"|"3F"
"21FLDOH"|"FLORIDA DEPARTMENT OF HEALTH, DCEH"|"DUVAL78"|"SOUTH LITTLE TALBOT ISLAND"|"Surface Water"|"Ocean"|""|"30.4595626"|""|"-81.410225"|""|"World Geodetic Survey Of 1984"|"Satellite Imagery"|"30.433865627"|"-81.406925883"|"Y"|"POLK_W_1"|"01/24/2018 16:20:46"|"North American Datum Of 1983"|""|""|"DUVAL78"|""|""|""|"FL714317"|""|"01/25/2018"|"07/28/2021"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"DUVAL"|""|""|"2198B"|"NORTHEAST"|"SJRWMD"|"NASSAU - ST. MARYS"|"NASSAU RIVER"|""|""|""|""|"GROUP 4"|"FLORIDA"|"ESTUARY"|"2"
"21FLWQA"|"FDEP WATERSHED ASSESSMENT SECTION"|"WMDBLOOM269"|"Haw Creek-just east of Crescent Lake (L20202354)"|"Surface Water"|"Lake"|""|"29.39689167"|""|"-81.42710278"|""|"World Geodetic Survey Of 1984"|"Differentially Corrected C/A Code Phase GPS"|"29.396891659"|"-81.42710278"|"Y"|"NELSON_JM"|"06/24/2021 16:16:16"|"North American Datum Of 1983"|"03080103033128"|"09/18/2014"|"NOT IN FLSTORET"|""|""|""|""|""|"06/24/2021"|"04/25/2022"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"FLAGLER"|"LSJM - LOWER ST. JOHNS MAINSTEM"|"LOWER ST. JOHNS MAINSTEM - Crescent Lake"|"2622A"|"CENTRAL"|"SJRWMD"|"LOWER ST. JOHNS"|"CRESCENT LAKE"|"030801030205"|"HAW CREEK"|"03080103"|"LOWER ST. JOHNS"|"GROUP 2"|"FLORIDA"|"STREAM"|"3F"
"21FLDOH"|"FLORIDA DEPARTMENT OF HEALTH, DCEH"|"DUVAL77"|"NORTH LITTLE TALBOT ISLAND"|"Surface Water"|"Ocean"|""|"30.4744132"|""|"-81.411226"|""|"World Geodetic Survey Of 1984"|"Satellite Imagery"|"30.458463634"|"-81.410925593"|"Y"|"POLK_W_1"|"01/24/2018 16:20:13"|"North American Datum Of 1983"|""|""|"DUVAL77"|""|""|""|"FL673250"|""|"01/25/2018"|"07/28/2021"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"DUVAL"|""|""|"2198B"|"NORTHEAST"|"SJRWMD"|"NASSAU - ST. MARYS"|"NASSAU RIVER"|""|""|""|""|"GROUP 4"|"FLORIDA"|"ESTUARY"|"2"
"21FLJXWQ"|"CITY OF JACKSONVILLE ENVIRONMENTAL QUALITY DIVISION"|"HC3"|"HC3"|"Surface Water"|"River/Stream"|""|"30.3366"|""|"-81.65727"|""|"North American Datum Of 1983"|"Satellite Imagery"|"30.336444899"|"-81.657361195"|"Y"|"COTTER_B_1"|"04/03/2018 11:26:00"|"North American Datum Of 1983"|"03080103018920"|"12/04/2013"|"HC3"|""|""|""|"Hogan Creek At First St W Of Laura St"|""|"05/10/2018"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"DUVAL"|"LSJM - LOWER ST. JOHNS MAINSTEM/LSJT - LOWER ST. JOHNS TRIBUTARIES I AND II"|"LOWER ST. JOHNS MAINSTEM - Marine/LOWER ST. JOHNS TRIBUTARIES I AND II - LSJT"|"2252"|"NORTHEAST"|"SJRWMD"|"LOWER ST. JOHNS"|"NORTH MAINSTEM"|"030801031405"|"MCCOY CREEK"|"03080103"|"LOWER ST. JOHNS"|"GROUP 2"|"FLORIDA"|"STREAM"|"3F"
"21FLGW"|"FDEP WATERSHED MONITORING SECTION"|"57972"|"Z3-CN-15019 UNNAMED CANAL"|"Surface Water"|"Canal Drainage"|"UNNAMED CANAL"|""|"30 12 42.268"|""|"-81 51 26.672"|"World Geodetic Survey Of 1984"|"Differentially Corrected C/A Code Phase GPS"|"30.2117411"|"-81.857408889"|"Y"|"MILLER_E"|"06/29/2021 10:22:23"|"North American Datum Of 1983"|"03080103018931"|"02/28/2012"|"NOT IN FLSTORET"|""|""|""|""|"PUBLIC ACCESS"|"06/29/2021"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"DUVAL"|"LSJM - LOWER ST. JOHNS MAINSTEM"|"LOWER ST. JOHNS MAINSTEM - Marine"|"2327"|"NORTHEAST"|"SJRWMD"|"LOWER ST. JOHNS"|"BLACK CREEK"|"030801031003"|"YELLOW WATER CREEK"|"03080103"|"LOWER ST. JOHNS"|"GROUP 2"|"FLORIDA"|"STREAM"|"3F"
"21FLCOAB"|"CITY OF ATLANTIC BEACH"|"COAB2"|"COAB2"|"Surface Water"|"Estuary"|"SHERMAN CREEK"|"30.35359"|""|"-81.41286"|""|"North American Datum Of 1983"|"Satellite Imagery"|"30.35361261"|"-81.41282919"|"Y"|"KARLAVIGE_W_2"|"05/10/2018 16:00:06"|"North American Datum Of 1983"|""|""|"COAB2"|""|""|""|"Sherman Creek, West Channel at Fleet Landing Blvd."|""|"05/10/2018"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"DUVAL"|"LSJM - LOWER ST. JOHNS MAINSTEM/LSJT - LOWER ST. JOHNS TRIBUTARIES I AND II"|"LOWER ST. JOHNS MAINSTEM - Marine/LOWER ST. JOHNS TRIBUTARIES I AND II - LSJT"|"2227A"|"NORTHEAST"|"SJRWMD"|"LOWER ST. JOHNS"|"INTRACOASTAL WATERWAY"|"030801031605"|"LOWER PABLO CREEK"|"03080103"|"LOWER ST. JOHNS"|"GROUP 2"|"FLORIDA"|"STREAM"|"3F"
"21FLWQA"|"FDEP WATERSHED ASSESSMENT SECTION"|"WMDBLOOM587"|"Bull Creek - north of Fish Camp, L20222643 - HAB22PK30"|"Surface Water"|"River/Stream"|""|"29.424625"|""|"-81.43703833"|""|"World Geodetic Survey Of 1984"|"Differentially Corrected C/A Code Phase GPS"|"29.424624989"|"-81.43703833"|"N"|"STORRS_J"|"04/14/2023 13:21:31"|"North American Datum Of 1983"|"03080103001622"|"02/28/2012"|"NOT IN FLSTORET"|""|""|""|""|""|"04/14/2023"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"FLAGLER"|"LSJM - LOWER ST. JOHNS MAINSTEM"|""|"2615"|"NORTHEAST"|"SJRWMD"|"LOWER ST. JOHNS"|"CRESCENT LAKE"|"030801030301"|"DEAD LAKE"|"03080103"|"LOWER ST. JOHNS"|"GROUP 2"|"FLORIDA"|"STREAM"|"3F"
"21FLWQA"|"FDEP WATERSHED ASSESSMENT SECTION"|"WMDBLOOM575"|"St. Johns River - near Green Cove Springs, HAB21PK23"|"Surface Water"|"River/Stream"|""|"30.0115"|""|"-81.66097222"|""|"World Geodetic Survey Of 1984"|"Differentially Corrected C/A Code Phase GPS"|"30.011499989"|"-81.66097222"|"N"|"STORRS_J"|"04/14/2023 13:18:53"|"North American Datum Of 1983"|"03080103002497"|"10/23/2019"|"NOT IN FLSTORET"|""|""|""|""|""|"04/14/2023"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"ST. JOHNS"|"LSJM - LOWER ST. JOHNS MAINSTEM"|""|"2213I"|"NORTHEAST"|"SJRWMD"|"LOWER ST. JOHNS"|"SOUTH MAINSTEM"|"030801031204"|"GOVERNORS CREEK"|"03080103"|"LOWER ST. JOHNS"|"GROUP 2"|"FLORIDA"|"LAKE"|"3F"
"21FLWQA"|"FDEP WATERSHED ASSESSMENT SECTION"|"WMDBLOOM583"|"St. Johns River - Racy Point, L20222648 - HAB22PK35"|"Surface Water"|"River/Stream"|""|"29.80035"|""|"-81.56498333"|""|"World Geodetic Survey Of 1984"|"Differentially Corrected C/A Code Phase GPS"|"29.800349989"|"-81.56498333"|"N"|"STORRS_J"|"04/14/2023 13:20:44"|"North American Datum Of 1983"|"03080103000045"|"10/23/2019"|"NOT IN FLSTORET"|""|""|""|""|""|"04/14/2023"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"ST. JOHNS"|"LSJM - LOWER ST. JOHNS MAINSTEM"|""|"2213K"|"NORTHEAST"|"SJRWMD"|"LOWER ST. JOHNS"|"SOUTH MAINSTEM"|"030801030804"|"CLARKS CREEK"|"03080103"|"LOWER ST. JOHNS"|"GROUP 2"|"FLORIDA"|"LAKE"|"3F"
"21FLWQA"|"FDEP WATERSHED ASSESSMENT SECTION"|"G5NE0026"|"Cracker Branch"|"Surface Water"|"River/Stream"|""|"29.65237"|""|"-81.28831"|""|"North American Datum Of 1983"|"Unknown method"|"29.65237"|"-81.28831"|"N"|"TYLER_D"|"04/30/2019 09:40:23"|"North American Datum Of 1983"|"03080201000033"|"06/27/2014"|"NOT IN FLSTORET"|""|""|""|""|""|"04/30/2019"|"11/28/2022"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"ST. JOHNS"|""|""|"2553"|"NORTHEAST"|"SJRWMD"|"UPPER EAST COAST"|"PELLICER CREEK"|"030802010403"|"PELLICER CREEK"|"03080201"|"DAYTONA-ST. AUGUSTINE"|"GROUP 5"|"FLORIDA"|"STREAM"|"3F"
"21FLGTM"|"GUANA TOLOMATO MATANZAS NATIONAL ESTUARINE RESEARCH RESERVE"|"GTMOLNUT"|"OVERLOOK"|"Surface Water"|"Reservoir"|"GUANA LAKE"|"30.080947"|""|"-81.345489"|""|"World Geodetic Survey Of 1984"|"Autonomous C/A Code Phase GPS"|"30.081038948"|"-81.345531213"|"Y"|"TANNER_S"|"09/17/2020 16:58:15"|"North American Datum Of 1983"|"03080201001473"|"02/01/2021"|"GTMOLNUT"|""|""|""|"At Guana WMA observation tower"|""|"02/27/2018"|"09/02/2021"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"ST. JOHNS"|""|""|"2320C"|"NORTHEAST"|"SJRWMD"|"UPPER EAST COAST"|"TOLOMATO RIVER"|"030802010602"|"LOWER TOLOMATO RIVER"|"03080201"|"DAYTONA-ST. AUGUSTINE"|"GROUP 5"|"FLORIDA"|"ESTUARY"|"3M"
"21FLWQA"|"FDEP WATERSHED ASSESSMENT SECTION"|"G5NE0022"|"GTMGL4NUT"|"Surface Water"|"Estuary"|""|"30.0451"|""|"-81.3351"|""|"North American Datum Of 1983"|"Unknown method"|"30.0451"|"-81.3351"|"N"|"TYLER_D"|"04/29/2019 13:14:18"|"North American Datum Of 1983"|""|""|"NOT IN FLSTORET"|""|""|""|""|""|"04/29/2019"|"11/28/2022"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"ST. JOHNS"|""|""|"2320C"|"NORTHEAST"|"SJRWMD"|"UPPER EAST COAST"|"TOLOMATO RIVER"|"030802010602"|"LOWER TOLOMATO RIVER"|"03080201"|"DAYTONA-ST. AUGUSTINE"|"GROUP 5"|"FLORIDA"|"ESTUARY"|"3M"
"21FLA"|"FDEP NORTHEAST REGIONAL OPERATIONS CENTER"|"20030549"|"YELLOW WATER CR AT SR 228"|"Surface Water"|"River/Stream"|""|"30.229277"|""|"-81.921305"|""|"World Geodetic Survey Of 1984"|"Digital Aerial Photography"|"30.229277001"|"-81.921305"|"N"|"PARRISH_JM"|"12/15/2017 10:24:58"|"North American Datum Of 1983"|"03080103000124"|"02/27/2012"|"20030549"|""|""|""|""|""|"12/15/2017"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"DUVAL"|"LSJM - LOWER ST. JOHNS MAINSTEM"|"LOWER ST. JOHNS MAINSTEM - Marine"|"2323"|"NORTHEAST"|"SJRWMD"|"LOWER ST. JOHNS"|"BLACK CREEK"|"030801031003"|"YELLOW WATER CREEK"|"03080103"|"LOWER ST. JOHNS"|"GROUP 2"|"FLORIDA"|"STREAM"|"3F"
"21FLWQA"|"FDEP WATERSHED ASSESSMENT SECTION"|"BLOOM46"|"St.Johns River East of Mainstreet So.side"|"Surface Water"|"River/Stream"|""|"30.3199777"|""|"-81.65556257"|""|"World Geodetic Survey Of 1984"|"Differentially Corrected C/A Code Phase GPS"|"30.319977701"|"-81.65556257"|"Y"|"MARKS_B"|"12/20/2019 09:37:56"|"North American Datum Of 1983"|"03080103000019"|"04/23/2014"|"NOT IN FLSTORET"|""|""|""|""|""|"01/07/2020"|"04/25/2022"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"DUVAL"|"LSJM - LOWER ST. JOHNS MAINSTEM"|""|"2213D"|"NORTHEAST"|"SJRWMD"|"LOWER ST. JOHNS"|"NORTH MAINSTEM"|"030801031405"|"MCCOY CREEK"|"03080103"|"LOWER ST. JOHNS"|"GROUP 2"|"FLORIDA"|"ESTUARY"|"3M"
"21FLKWAT"|"FLORIDA LAKEWATCH"|"FLA-GRANDH28-1"|"Flagler-Grand Haven 28-1"|"Surface Water"|"Lake"|""|"29.5566"|""|"-81.1734"|""|"World Geodetic Survey Of 1984"|"Differentially Corrected C/A Code Phase GPS"|"29.556600001"|"-81.1734"|"N"|"HORSBURGH_C_1"|"08/11/2019 18:27:16"|"North American Datum Of 1983"|"03080201021259"|"06/27/2014"|"Fla-GrandH28-1"|""|""|""|""|""|"08/22/2019"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"FLAGLER"|""|""|"2363D"|"NORTHEAST"|"SJRWMD"|"UPPER EAST COAST"|"PELLICER CREEK"|"030802010304"|"PELLICER CREEK-BIG MULBERRY BRANCH FRONTAL"|"03080201"|"DAYTONA-ST. AUGUSTINE"|"GROUP 5"|"FLORIDA"|"ESTUARY"|"3M"
